Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
7008,Globex,Influencer,35-44,79,Radio,0.1115,153.93,31.81,Dallas,Spanish,4983,35687,0.47,Middle Aged,2021-10-19
7009,Umbrella,Social Media,35-44,11,Email,0.0762,56.76,130.43,New York,German,138,3317,4.54,Senior,2021-10-20
7010,Acme Corp,Social Media,25-34,24,Twitter,0.063,88.19,136.3,San Diego,German,1894,15956,2.23,Middle Aged,2021-10-20
7011,Acme Corp,Radio,18-24,71,Facebook,0.042,101.64,2.46,Houston,English,870,7355,6.45,Middle Aged,2021-10-20
7012,Globex,Radio,35-44,68,TV,0.01,307.74,3.47,Dallas,German,3074,18715,3.99,Middle Aged,2021-10-20
7013,Globex,Influencer,45-54,58,Email,0.1372,73.56,82.64,New York,German,3434,62726,5.15,Middle Aged,2021-10-20
7014,Acme Corp,Email,25-34,84,YouTube,0.1208,99.62,20.05,Phoenix,German,2532,23631,8.92,Middle Aged,2021-10-20
7015,Hooli,Email,55+,54,TV,0.1248,306.4,57.69,New York,English,804,6268,4.59,Senior,2021-10-20
7016,Acme Corp,TV,25-34,27,YouTube,0.045,100.66,0.0,New York,German,4777,91467,9.97,Middle Aged,2021-10-20
7017,Globex,Social Media,45-54,77,TV,0.0383,276.54,14.02,San Diego,English,3850,38518,1.37,Youth,2021-10-20
7018,Hooli,Influencer,25-34,85,Facebook,0.1599,109.79,70.25,Phoenix,French,4303,69667,8.57,Senior,2021-10-20
7019,Globex,Social Media,45-54,11,Radio,0.0553,151.2,44.5,New York,French,4966,40365,3.63,Senior,2021-10-20
7020,Umbrella,Influencer,45-54,12,Google Ads,0.199,151.99,123.97,San Diego,English,1310,20589,7.95,Middle Aged,2021-10-20
7021,Acme Corp,Influencer,25-34,27,Radio,0.1389,159.3,65.17,New York,French,863,7132,4.99,Youth,2021-10-20
7022,Umbrella,Influencer,25-34,7,Instagram,0.103,98.54,114.3,Phoenix,German,451,6438,5.23,Youth,2021-10-20
7023,Initech,Social Media,25-34,44,Facebook,0.0708,99.01,0.0,San Diego,French,375,4357,5.33,Middle Aged,2021-10-20
7024,Umbrella,Radio,55+,11,Twitter,0.0445,75.97,1.25,Chicago,German,3655,59291,2.42,Middle Aged,2021-10-20
7025,Initech,Social Media,55+,68,Instagram,0.131,77.73,28.77,Los Angeles,Spanish,382,6627,0.53,Youth,2021-10-20
7026,Acme Corp,Influencer,45-54,16,Twitter,0.1485,67.32,148.39,New York,English,3767,71777,6.53,Senior,2021-10-20
7027,Globex,TV,35-44,54,YouTube,0.0763,123.52,27.26,New York,English,2934,29599,0.26,Senior,2021-10-20
7028,Hooli,Email,25-34,73,Email,0.1408,64.47,60.15,Los Angeles,Spanish,1818,29490,7.26,Middle Aged,2021-10-20
7029,Hooli,Influencer,35-44,66,TV,0.103,283.05,115.56,Phoenix,German,418,8429,3.24,Senior,2021-10-20
7030,Initech,TV,18-24,48,Twitter,0.0691,76.15,0.0,Dallas,French,824,8412,3.96,Senior,2021-10-20
7031,Globex,Radio,18-24,59,YouTube,0.08,80.5,0.0,New York,Spanish,4663,42127,7.53,Youth,2021-10-20
7032,Initech,Influencer,25-34,79,Facebook,0.1159,81.99,50.54,New York,English,1768,28560,1.51,Senior,2021-10-20
7033,Hooli,TV,18-24,33,Twitter,0.0295,90.4,0.0,San Diego,Spanish,4570,50966,6.5,Youth,2021-10-21
7034,Hooli,Influencer,35-44,79,Radio,0.089,138.03,87.7,Los Angeles,German,4087,41782,5.73,Middle Aged,2021-10-21
7035,Acme Corp,Social Media,18-24,28,YouTube,0.0298,98.1,0.0,Dallas,French,3887,50790,4.17,Middle Aged,2021-10-21
7036,Initech,TV,25-34,49,Email,0.0366,31.34,47.31,Los Angeles,English,3360,64615,6.26,Youth,2021-10-21
7037,Initech,Social Media,45-54,44,TV,0.0724,312.22,0.0,Dallas,German,3361,20387,3.6,Youth,2021-10-21
7038,Hooli,Social Media,55+,86,Twitter,0.0794,72.93,52.57,Dallas,French,1624,17979,2.64,Middle Aged,2021-10-21
7039,Hooli,TV,55+,38,Google Ads,0.0662,107.2,77.12,New York,German,1826,11120,0.89,Youth,2021-10-21
7040,Acme Corp,Email,55+,63,YouTube,0.1359,108.42,161.48,Dallas,English,4345,78833,5.91,Middle Aged,2021-10-21
7041,Globex,TV,45-54,33,Twitter,0.1039,69.53,0.0,Phoenix,English,3263,23704,9.6,Middle Aged,2021-10-21
7042,Globex,Email,18-24,78,Email,0.1158,60.04,63.04,San Diego,English,4909,29839,8.06,Middle Aged,2021-10-21
7043,Globex,Influencer,55+,29,TV,0.1405,281.53,117.83,Los Angeles,French,339,6785,0.94,Middle Aged,2021-10-21
7044,Umbrella,Influencer,35-44,70,Twitter,0.0834,63.52,45.2,Los Angeles,French,710,10151,2.19,Middle Aged,2021-10-21
7045,Globex,TV,18-24,21,Twitter,0.0245,72.74,31.28,Los Angeles,German,1939,33259,6.49,Middle Aged,2021-10-21
7046,Acme Corp,Influencer,45-54,64,TV,0.1284,313.78,29.19,San Diego,Spanish,4431,53568,0.02,Senior,2021-10-21
7047,Initech,Radio,55+,43,Google Ads,0.0713,100.48,19.39,New York,French,328,4330,5.63,Senior,2021-10-21
7048,Initech,Social Media,18-24,54,YouTube,0.0716,102.29,0.0,Dallas,German,855,15541,9.74,Middle Aged,2021-10-21
7049,Globex,Social Media,45-54,12,Instagram,0.0825,109.84,71.61,Houston,Spanish,407,8445,3.52,Senior,2021-10-21
7050,Umbrella,Email,25-34,9,Radio,0.1879,151.24,186.54,San Diego,French,1408,19810,8.94,Youth,2021-10-21
7051,Initech,Influencer,55+,87,TV,0.0833,293.65,49.53,Los Angeles,French,3389,61447,1.08,Youth,2021-10-21
7052,Umbrella,Email,25-34,69,Twitter,0.1731,59.24,89.57,Los Angeles,Spanish,1452,25291,0.46,Middle Aged,2021-10-21
7053,Globex,Social Media,25-34,51,Instagram,0.0593,79.57,0.0,New York,Spanish,3350,43614,3.47,Senior,2021-10-21
7054,Umbrella,Social Media,55+,76,Facebook,0.0873,84.49,40.17,New York,French,3406,65128,5.79,Youth,2021-10-21
7055,Hooli,Influencer,35-44,86,Twitter,0.1362,30.29,96.47,Dallas,French,1021,8313,8.35,Youth,2021-10-21
7056,Hooli,Radio,25-34,83,Instagram,0.01,79.05,0.0,Phoenix,English,835,15539,1.85,Youth,2021-10-21
7057,Hooli,Radio,45-54,86,Facebook,0.0176,88.36,16.91,Chicago,German,3502,32428,2.62,Youth,2021-10-22
7058,Acme Corp,Influencer,35-44,42,Google Ads,0.14,134.91,69.23,Dallas,German,4224,21143,4.79,Senior,2021-10-22
7059,Acme Corp,Influencer,25-34,37,YouTube,0.1122,81.28,0.0,Phoenix,German,3964,64000,3.46,Youth,2021-10-22
7060,Globex,Email,25-34,10,Twitter,0.1286,57.44,85.18,Chicago,French,2296,41982,0.04,Youth,2021-10-22
7061,Umbrella,Influencer,55+,27,YouTube,0.1258,101.49,41.71,Houston,French,4199,33806,3.31,Youth,2021-10-22
7062,Umbrella,Radio,55+,71,Facebook,0.01,92.42,11.32,New York,English,3463,45388,2.61,Middle Aged,2021-10-22
7063,Hooli,Influencer,18-24,21,YouTube,0.0845,92.6,58.2,Houston,English,2830,46098,5.05,Youth,2021-10-22
7064,Hooli,Email,55+,26,YouTube,0.0783,97.48,1.27,Phoenix,English,3904,35667,1.16,Youth,2021-10-22
7065,Hooli,Email,55+,74,TV,0.1608,306.78,97.61,Dallas,French,4278,30295,6.85,Senior,2021-10-22
7066,Umbrella,Email,18-24,48,Email,0.151,26.93,50.09,New York,Spanish,1277,13280,2.94,Youth,2021-10-22
7067,Umbrella,Email,35-44,12,Facebook,0.1662,112.5,90.05,Houston,Spanish,1927,21248,2.3,Youth,2021-10-22
7068,Hooli,TV,18-24,57,YouTube,0.0867,101.65,10.94,Houston,English,1018,16492,3.05,Youth,2021-10-22
7069,Umbrella,Influencer,55+,43,Radio,0.1128,142.99,110.38,Houston,English,3145,22915,4.59,Middle Aged,2021-10-22
7070,Acme Corp,Social Media,35-44,9,Instagram,0.0779,112.81,73.43,San Diego,German,575,10539,8.88,Senior,2021-10-22
7071,Globex,Influencer,18-24,86,Facebook,0.1303,82.55,48.02,Houston,Spanish,3852,47045,6.87,Senior,2021-10-22
7072,Hooli,TV,18-24,9,Email,0.0329,46.52,51.64,Dallas,French,430,8672,1.77,Middle Aged,2021-10-22
7073,Initech,Email,18-24,38,Twitter,0.1063,77.44,32.29,New York,English,448,5944,6.73,Middle Aged,2021-10-22
7074,Acme Corp,TV,55+,42,Google Ads,0.0155,120.83,18.62,Los Angeles,French,567,6298,1.53,Senior,2021-10-22
7075,Hooli,Radio,25-34,84,YouTube,0.0388,87.69,0.0,Los Angeles,Spanish,1851,16669,3.19,Youth,2021-10-22
7076,Hooli,Radio,18-24,8,Instagram,0.07,111.34,83.2,Chicago,English,786,5269,4.63,Senior,2021-10-22
7077,Umbrella,Influencer,35-44,87,Email,0.167,20.05,77.47,Phoenix,German,4364,43888,6.36,Middle Aged,2021-10-22
7078,Acme Corp,Influencer,55+,41,Facebook,0.1115,71.9,22.0,Phoenix,Spanish,1821,20676,4.7,Youth,2021-10-22
7079,Globex,Social Media,35-44,47,Google Ads,0.085,157.09,53.97,Los Angeles,French,1877,24630,5.84,Senior,2021-10-22
7080,Initech,Social Media,25-34,31,Google Ads,0.1361,122.11,0.0,New York,French,3357,57157,6.83,Youth,2021-10-22
7081,Hooli,Radio,35-44,46,Radio,0.0555,118.29,0.0,Phoenix,French,1481,16793,9.62,Youth,2021-10-23
7082,Globex,Email,18-24,64,YouTube,0.1541,122.59,62.34,San Diego,English,353,3349,9.06,Middle Aged,2021-10-23
7083,Initech,TV,35-44,43,Email,0.0563,44.32,34.46,Chicago,English,4356,79405,5.07,Senior,2021-10-23
7084,Globex,Social Media,35-44,88,Email,0.0975,28.81,54.56,Chicago,German,126,2456,7.43,Middle Aged,2021-10-23
7085,Umbrella,Social Media,55+,23,Instagram,0.0434,111.07,0.0,Phoenix,German,2718,25140,4.39,Senior,2021-10-23
7086,Acme Corp,Email,35-44,63,Twitter,0.1728,91.95,115.67,Dallas,French,2503,17880,9.66,Senior,2021-10-23
7087,Hooli,Email,45-54,61,Twitter,0.1632,98.54,20.03,New York,English,1086,10391,0.78,Youth,2021-10-23
7088,Initech,Influencer,45-54,52,TV,0.1526,280.62,62.93,San Diego,German,1713,10640,2.05,Youth,2021-10-23
7089,Hooli,TV,55+,54,Twitter,0.0648,67.2,85.59,San Diego,French,3634,66400,2.59,Youth,2021-10-23
7090,Initech,Email,45-54,13,TV,0.1806,294.14,119.12,New York,French,1278,18440,2.82,Middle Aged,2021-10-23
7091,Globex,Social Media,55+,28,Google Ads,0.0523,101.34,89.86,New York,German,2846,48933,2.75,Youth,2021-10-23
7092,Hooli,Social Media,35-44,69,Google Ads,0.0621,131.44,143.7,Los Angeles,English,795,14340,6.05,Middle Aged,2021-10-23
7093,Acme Corp,Radio,55+,51,Radio,0.0446,171.87,0.0,Phoenix,English,4523,31885,8.94,Youth,2021-10-23
7094,Initech,Email,45-54,39,Facebook,0.1275,70.88,80.77,New York,German,3476,38626,0.67,Middle Aged,2021-10-23
7095,Umbrella,Influencer,18-24,47,Google Ads,0.1457,123.11,32.27,Houston,English,1855,35710,8.32,Senior,2021-10-23
7096,Globex,TV,18-24,88,Google Ads,0.01,122.88,0.0,Dallas,French,4923,39747,3.0,Middle Aged,2021-10-23
7097,Umbrella,Influencer,45-54,63,Email,0.1152,71.68,79.19,Houston,German,756,3947,5.89,Middle Aged,2021-10-23
7098,Globex,Social Media,18-24,68,Facebook,0.063,80.15,32.98,Chicago,English,4573,46148,6.59,Middle Aged,2021-10-23
7099,Acme Corp,Influencer,55+,14,Email,0.0977,50.66,28.87,Houston,Spanish,1372,17177,5.62,Senior,2021-10-23
7100,Umbrella,Social Media,45-54,77,Instagram,0.0389,108.31,48.12,Chicago,English,2519,13321,0.94,Middle Aged,2021-10-23
7101,Globex,Social Media,25-34,12,TV,0.0813,302.47,22.49,Los Angeles,German,4105,45528,4.84,Senior,2021-10-23
7102,Umbrella,Social Media,35-44,13,TV,0.0775,288.62,0.0,Los Angeles,French,4662,37821,0.63,Youth,2021-10-23
7103,Globex,Social Media,25-34,52,Instagram,0.1371,68.13,102.45,Dallas,French,1124,9714,0.03,Youth,2021-10-23
7104,Acme Corp,Social Media,55+,17,TV,0.1546,287.62,43.05,Dallas,English,2685,21701,2.02,Senior,2021-10-23
7105,Hooli,Radio,45-54,32,Facebook,0.01,84.85,42.53,Houston,English,1831,11122,2.97,Middle Aged,2021-10-24
7106,Globex,Influencer,35-44,64,Facebook,0.0629,54.01,49.49,Phoenix,French,727,4430,6.87,Youth,2021-10-24
7107,Initech,Radio,25-34,15,Google Ads,0.01,125.47,0.0,New York,English,2644,35178,3.84,Middle Aged,2021-10-24
7108,Hooli,Radio,55+,7,TV,0.0381,269.76,4.37,New York,French,368,7548,4.89,Middle Aged,2021-10-24
7109,Umbrella,Email,55+,68,Instagram,0.1838,70.07,44.69,Phoenix,French,4154,70806,5.98,Senior,2021-10-24
7110,Umbrella,Email,18-24,66,YouTube,0.1356,113.04,114.16,Chicago,English,2756,46901,0.34,Youth,2021-10-24
7111,Umbrella,Email,35-44,35,Twitter,0.1673,61.1,55.26,Chicago,Spanish,1532,25132,3.48,Senior,2021-10-24
7112,Initech,TV,35-44,48,Google Ads,0.026,124.6,55.51,Chicago,French,154,3661,4.27,Senior,2021-10-24
7113,Initech,Email,25-34,41,Twitter,0.1354,68.9,70.94,New York,Spanish,3995,76775,2.62,Senior,2021-10-24
7114,Initech,Influencer,35-44,25,Instagram,0.125,121.15,33.69,San Diego,German,3732,60391,3.76,Senior,2021-10-24
7115,Initech,Radio,25-34,21,TV,0.0397,302.72,44.89,Houston,German,2557,38510,4.93,Middle Aged,2021-10-24
7116,Initech,Influencer,45-54,61,TV,0.1189,279.54,103.67,Phoenix,French,1492,14231,5.88,Youth,2021-10-24
7117,Initech,Email,45-54,37,Twitter,0.1175,82.17,0.0,San Diego,French,4685,28606,2.91,Youth,2021-10-24
7118,Hooli,TV,45-54,85,YouTube,0.0868,78.94,0.0,Los Angeles,German,2263,14355,6.98,Youth,2021-10-24
7119,Hooli,TV,25-34,46,TV,0.0865,319.84,39.37,Los Angeles,German,1893,31116,8.6,Middle Aged,2021-10-24
7120,Umbrella,Radio,25-34,59,YouTube,0.0771,115.87,18.34,New York,German,2441,12400,1.33,Middle Aged,2021-10-24
7121,Initech,Influencer,45-54,54,Email,0.0997,55.92,73.9,San Diego,English,3117,53665,2.9,Senior,2021-10-24
7122,Acme Corp,Social Media,45-54,29,Facebook,0.0836,95.1,81.36,New York,German,566,6422,3.46,Senior,2021-10-24
7123,Umbrella,Influencer,35-44,32,Twitter,0.1043,93.47,0.0,Dallas,English,2612,18759,1.05,Senior,2021-10-24
7124,Umbrella,Email,35-44,36,TV,0.1208,299.45,41.63,New York,German,4303,47561,6.11,Senior,2021-10-24
7125,Globex,Social Media,25-34,50,YouTube,0.0885,103.41,0.0,San Diego,English,664,10367,2.11,Youth,2021-10-24
7126,Umbrella,TV,18-24,84,Radio,0.01,154.84,0.0,Phoenix,English,3599,33320,9.07,Senior,2021-10-24
7127,Umbrella,Radio,18-24,87,Radio,0.0654,135.34,0.0,Dallas,English,2530,18200,1.38,Middle Aged,2021-10-24
7128,Umbrella,Radio,35-44,60,TV,0.01,288.48,0.0,Phoenix,English,2938,47226,7.27,Middle Aged,2021-10-24
7129,Globex,TV,55+,70,Facebook,0.0406,81.16,0.0,Phoenix,German,4355,78902,6.57,Middle Aged,2021-10-25
7130,Acme Corp,Email,18-24,83,Facebook,0.0819,79.88,7.64,Phoenix,English,2537,33001,4.69,Senior,2021-10-25
7131,Initech,TV,25-34,34,Email,0.1042,55.08,8.75,San Diego,Spanish,1894,23694,5.16,Youth,2021-10-25
7132,Globex,Email,55+,47,Facebook,0.1697,70.13,67.73,Phoenix,English,3174,51467,1.6,Youth,2021-10-25
7133,Initech,Social Media,25-34,28,Facebook,0.0826,50.55,41.22,Chicago,Spanish,4228,63843,0.29,Senior,2021-10-25
7134,Hooli,TV,35-44,84,Google Ads,0.0294,149.4,10.74,Los Angeles,English,3079,15502,9.43,Senior,2021-10-25
7135,Umbrella,Email,25-34,89,Radio,0.118,122.13,0.0,Houston,English,931,8713,0.36,Middle Aged,2021-10-25
7136,Umbrella,Social Media,18-24,43,Instagram,0.074,106.27,35.05,Chicago,Spanish,381,7703,5.76,Middle Aged,2021-10-25
7137,Umbrella,TV,45-54,71,Radio,0.0591,143.92,8.3,Los Angeles,German,3347,63942,8.13,Youth,2021-10-25
7138,Umbrella,Radio,25-34,48,Radio,0.0331,154.0,39.47,Los Angeles,German,3757,45391,0.05,Middle Aged,2021-10-25
7139,Acme Corp,TV,18-24,70,TV,0.0659,313.25,0.0,Chicago,French,3727,48707,3.82,Middle Aged,2021-10-25
7140,Initech,Influencer,45-54,74,Radio,0.1757,140.87,116.94,San Diego,French,238,1626,3.05,Senior,2021-10-25
7141,Globex,TV,25-34,87,Email,0.0178,22.65,0.0,Dallas,Spanish,4648,70298,2.08,Youth,2021-10-25
7142,Globex,Influencer,55+,71,Email,0.1271,70.0,17.12,Houston,English,1350,11216,1.65,Senior,2021-10-25
7143,Acme Corp,Social Media,25-34,23,Twitter,0.1322,83.37,60.64,Phoenix,English,2497,14992,3.77,Youth,2021-10-25
7144,Acme Corp,TV,25-34,11,Facebook,0.0407,81.44,0.0,San Diego,Spanish,630,6012,1.44,Senior,2021-10-25
7145,Hooli,Social Media,25-34,35,Twitter,0.0758,86.5,0.0,Phoenix,Spanish,1833,26086,1.95,Youth,2021-10-25
7146,Initech,Social Media,55+,33,Google Ads,0.0938,126.56,104.19,Chicago,Spanish,1435,16129,5.47,Middle Aged,2021-10-25
7147,Umbrella,Email,25-34,53,Radio,0.1703,148.9,118.45,Los Angeles,German,3802,38855,2.4,Youth,2021-10-25
7148,Umbrella,Social Media,55+,46,YouTube,0.1115,95.99,36.47,Chicago,German,208,3351,0.77,Youth,2021-10-25
7149,Acme Corp,Social Media,25-34,7,Facebook,0.0833,37.0,159.18,San Diego,French,822,14278,8.65,Senior,2021-10-25
7150,Acme Corp,TV,45-54,13,YouTube,0.0262,105.35,4.72,New York,German,598,10951,4.33,Youth,2021-10-25
7151,Globex,TV,45-54,35,Radio,0.0668,129.68,41.02,Dallas,English,2204,24723,8.3,Youth,2021-10-25
7152,Globex,Radio,55+,37,Instagram,0.011,98.79,77.91,Los Angeles,French,1218,18699,0.52,Youth,2021-10-25
7153,Acme Corp,Email,45-54,55,Google Ads,0.16,114.18,96.22,San Diego,Spanish,4829,87389,6.37,Senior,2021-10-26
7154,Hooli,Social Media,25-34,80,Facebook,0.0823,45.44,25.41,Chicago,English,1615,29085,8.19,Youth,2021-10-26
7155,Hooli,Email,18-24,48,Twitter,0.1516,68.74,110.56,Phoenix,German,2292,28227,6.96,Senior,2021-10-26
7156,Umbrella,Influencer,18-24,22,Twitter,0.1175,61.01,89.27,San Diego,French,2930,30101,8.43,Middle Aged,2021-10-26
7157,Hooli,Social Media,25-34,21,Facebook,0.1101,107.57,18.61,Chicago,German,3617,65641,1.12,Senior,2021-10-26
7158,Umbrella,Email,45-54,38,TV,0.1685,259.95,73.49,Chicago,English,2525,21093,1.71,Youth,2021-10-26
7159,Hooli,Radio,35-44,80,Twitter,0.0608,53.4,37.35,Los Angeles,French,368,5895,1.59,Middle Aged,2021-10-26
7160,Hooli,Radio,18-24,76,Radio,0.0261,126.44,20.32,New York,English,436,8478,6.35,Youth,2021-10-26
7161,Acme Corp,Social Media,45-54,18,Radio,0.0307,165.8,0.0,Dallas,English,3924,63278,9.97,Senior,2021-10-26
7162,Hooli,Influencer,55+,20,TV,0.1081,304.25,68.93,Dallas,French,3610,54473,4.15,Middle Aged,2021-10-26
7163,Umbrella,Radio,45-54,78,Facebook,0.0531,94.94,8.41,Chicago,English,3924,20545,9.14,Middle Aged,2021-10-26
7164,Initech,Radio,18-24,17,Email,0.041,27.71,44.18,New York,French,1291,10636,8.92,Middle Aged,2021-10-26
7165,Initech,Influencer,35-44,25,Twitter,0.107,50.73,97.85,San Diego,Spanish,4426,62458,8.12,Youth,2021-10-26
7166,Globex,Email,35-44,13,TV,0.1566,301.16,37.51,Dallas,Spanish,452,7796,4.8,Middle Aged,2021-10-26
7167,Umbrella,Radio,18-24,22,Facebook,0.032,114.7,0.0,San Diego,Spanish,2661,13753,3.18,Middle Aged,2021-10-26
7168,Acme Corp,TV,25-34,14,Facebook,0.0515,90.87,35.03,Chicago,French,304,2186,0.56,Middle Aged,2021-10-26
7169,Acme Corp,Radio,18-24,20,TV,0.01,282.45,41.59,Chicago,Spanish,3429,31339,4.79,Middle Aged,2021-10-26
7170,Globex,Email,55+,23,Twitter,0.173,74.36,57.94,Dallas,Spanish,1886,27184,8.74,Senior,2021-10-26
7171,Initech,Email,45-54,56,Email,0.1684,61.92,85.94,New York,German,2531,30585,4.81,Youth,2021-10-26
7172,Umbrella,Social Media,18-24,42,Twitter,0.1434,42.81,152.36,Los Angeles,German,3528,17774,0.02,Youth,2021-10-26
7173,Hooli,TV,55+,68,Facebook,0.0286,74.9,55.44,Phoenix,French,2472,18279,7.95,Middle Aged,2021-10-26
7174,Globex,Email,25-34,18,Email,0.1349,46.39,55.06,San Diego,German,2217,35882,1.29,Senior,2021-10-26
7175,Umbrella,Influencer,35-44,45,Radio,0.1252,185.91,156.03,Phoenix,French,661,6368,1.65,Middle Aged,2021-10-26
7176,Hooli,TV,25-34,25,YouTube,0.049,101.92,47.97,New York,English,1987,12500,2.34,Youth,2021-10-26
7177,Hooli,TV,18-24,45,Instagram,0.0974,123.27,135.85,Phoenix,English,4371,22730,1.94,Youth,2021-10-27
7178,Umbrella,Influencer,35-44,54,Twitter,0.1078,55.04,109.99,Chicago,Spanish,820,14251,7.17,Youth,2021-10-27
7179,Acme Corp,Radio,45-54,49,Google Ads,0.0354,130.96,160.57,Dallas,Spanish,492,6497,9.41,Middle Aged,2021-10-27
7180,Umbrella,Influencer,18-24,61,Facebook,0.1031,52.26,125.4,San Diego,English,344,4397,1.17,Middle Aged,2021-10-27
7181,Umbrella,Influencer,35-44,85,Email,0.1657,62.31,60.24,Phoenix,Spanish,3293,16849,3.9,Senior,2021-10-27
7182,Acme Corp,Radio,18-24,16,TV,0.0546,292.26,67.66,Dallas,French,3339,40874,6.01,Senior,2021-10-27
7183,Globex,Radio,45-54,24,Radio,0.0871,143.5,0.0,Phoenix,French,229,3224,4.73,Youth,2021-10-27
7184,Acme Corp,Radio,18-24,77,TV,0.1275,314.26,109.65,Chicago,English,4073,24760,3.49,Youth,2021-10-27
7185,Hooli,Radio,55+,58,TV,0.0171,316.27,93.7,Los Angeles,German,1782,32929,2.24,Senior,2021-10-27
7186,Initech,Radio,25-34,54,Email,0.0723,56.1,0.0,Houston,English,4804,77550,5.53,Youth,2021-10-27
7187,Globex,Influencer,18-24,88,YouTube,0.1123,136.15,93.13,Chicago,Spanish,3190,54920,5.08,Senior,2021-10-27
7188,Umbrella,Social Media,55+,19,Twitter,0.0594,71.37,61.8,Chicago,Spanish,4868,63781,9.91,Middle Aged,2021-10-27
7189,Umbrella,Social Media,55+,84,Google Ads,0.036,126.54,51.63,Phoenix,French,4699,47182,4.64,Youth,2021-10-27
7190,Hooli,Email,18-24,56,Radio,0.2139,155.29,47.81,Houston,French,4944,70118,8.85,Youth,2021-10-27
7191,Hooli,Social Media,35-44,66,TV,0.1101,314.03,31.44,Houston,German,1952,16604,9.44,Senior,2021-10-27
7192,Globex,Social Media,35-44,8,Email,0.0732,50.48,52.77,Los Angeles,French,2689,19637,3.28,Middle Aged,2021-10-27
7193,Globex,Influencer,25-34,63,TV,0.1387,279.54,51.07,Dallas,Spanish,2037,26743,2.99,Youth,2021-10-27
7194,Globex,Radio,35-44,57,YouTube,0.01,107.57,0.0,Phoenix,Spanish,1001,12340,9.42,Youth,2021-10-27
7195,Hooli,Radio,45-54,67,Facebook,0.0372,49.29,66.8,San Diego,German,1456,10564,5.78,Senior,2021-10-27
7196,Initech,Influencer,18-24,76,TV,0.0971,317.14,16.4,Phoenix,Spanish,1463,17667,1.92,Middle Aged,2021-10-27
7197,Acme Corp,Social Media,35-44,41,YouTube,0.1234,123.45,60.09,Houston,French,994,13145,2.56,Senior,2021-10-27
7198,Hooli,Influencer,45-54,74,Twitter,0.1654,60.29,194.65,Dallas,Spanish,3586,65117,0.2,Middle Aged,2021-10-27
7199,Initech,Email,45-54,73,Radio,0.1767,139.61,139.87,San Diego,Spanish,3744,60267,3.22,Middle Aged,2021-10-27
7200,Hooli,Radio,55+,63,Radio,0.0684,110.96,36.5,Dallas,English,2073,17337,6.21,Senior,2021-10-27
7201,Acme Corp,TV,35-44,36,TV,0.0305,298.92,35.3,Houston,Spanish,1218,21057,3.12,Senior,2021-10-28
7202,Globex,Email,25-34,17,YouTube,0.1715,107.66,100.2,Los Angeles,English,1842,35949,2.29,Middle Aged,2021-10-28
7203,Initech,Email,45-54,29,Email,0.1086,56.65,0.0,Dallas,French,4436,66619,0.59,Senior,2021-10-28
7204,Globex,Influencer,35-44,55,Email,0.0746,55.38,54.3,Phoenix,French,3188,51844,8.47,Youth,2021-10-28
7205,Acme Corp,Social Media,18-24,44,Instagram,0.0768,84.71,95.63,Los Angeles,French,2896,24097,6.47,Youth,2021-10-28
7206,Hooli,Radio,25-34,42,YouTube,0.0559,118.22,24.01,Chicago,Spanish,2562,48853,9.09,Youth,2021-10-28
7207,Umbrella,TV,35-44,76,Facebook,0.0679,60.68,71.39,Los Angeles,Spanish,2368,17439,0.22,Youth,2021-10-28
7208,Acme Corp,Email,18-24,15,TV,0.1123,281.18,82.39,Chicago,Spanish,4910,78725,9.22,Youth,2021-10-28
7209,Acme Corp,TV,45-54,81,Google Ads,0.01,93.01,37.67,New York,Spanish,1643,16853,5.23,Senior,2021-10-28
7210,Initech,Social Media,45-54,26,Google Ads,0.0665,106.87,0.0,Los Angeles,French,2339,24240,1.35,Middle Aged,2021-10-28
7211,Umbrella,Social Media,18-24,79,Twitter,0.0537,47.11,47.18,Phoenix,English,524,5324,2.52,Senior,2021-10-28
7212,Initech,TV,35-44,42,Instagram,0.0684,44.23,120.22,Dallas,English,2603,29045,1.45,Youth,2021-10-28
7213,Initech,Radio,45-54,57,YouTube,0.01,85.56,3.8,Phoenix,French,2958,47796,2.26,Youth,2021-10-28
7214,Globex,Social Media,35-44,25,Facebook,0.1383,96.23,56.15,Houston,French,3396,65155,2.63,Senior,2021-10-28
7215,Acme Corp,TV,45-54,81,Instagram,0.0609,95.79,71.74,San Diego,English,3901,43587,5.83,Senior,2021-10-28
7216,Acme Corp,Email,55+,30,Email,0.1456,62.58,119.27,San Diego,German,1637,23672,2.61,Middle Aged,2021-10-28
7217,Acme Corp,TV,45-54,43,Twitter,0.0156,80.56,68.75,New York,German,3487,56438,4.91,Youth,2021-10-28
7218,Umbrella,TV,45-54,82,TV,0.0104,293.54,0.0,Houston,German,1300,8033,6.42,Senior,2021-10-28
7219,Globex,Influencer,55+,22,TV,0.1104,295.43,81.98,Houston,German,1394,26565,7.78,Middle Aged,2021-10-28
7220,Umbrella,Social Media,25-34,36,TV,0.0626,285.64,128.32,Phoenix,French,533,4724,8.83,Youth,2021-10-28
7221,Hooli,Radio,55+,17,YouTube,0.01,104.95,0.0,Los Angeles,German,2895,52660,1.59,Youth,2021-10-28
